run_id,horizon,window_type,is_official,model,test_start,test_end,sample_count,threshold,threshold_source,directional_accuracy,balanced_accuracy,brier_score,calibration_error,mae,rmse,gross_return,tc_adjusted_return,transaction_cost_bps,sharpe,max_drawdown,num_trades,turnover,buy_hold_directional_accuracy,buy_hold_tc_adjusted_return,momentum_30d_directional_accuracy,momentum_30d_tc_adjusted_return,momentum_90d_directional_accuracy,momentum_90d_tc_adjusted_return,random_directional_accuracy,random_tc_adjusted_return,beats_buy_hold_direction,beats_momentum_30d,beats_momentum_90d,beats_random_baseline,useful_model,reliability_label,selection_eligible,notes
sol_research_20260506T132122Z,30,official_monthly,True,buy_hold_direction,2023-04-30,2026-03-31,36,0.5,baseline_rule,0.5,0.5,0.4901,0.4900000000000002,0.19405294034327822,0.2367407748356866,5.221430329652723,5.214781852389298,10.0,1.072679344609367,-0.5529337741212068,1,0.027777777777777776,0.5,5.214781852389298,0.4722222222222222,1.727065075424163,0.5555555555555556,3.4570607695235873,0.5555555555555556,2.8685137559533547,False,True,False,False,False,Low confidence,False,baseline
sol_research_20260506T132122Z,30,official_monthly,True,momentum_30d,2023-04-30,2026-03-31,36,0.5,baseline_rule,0.4722222222222222,0.4722222222222222,0.2655555555555556,0.005555555555555425,0.2677277473527655,0.3384427691448484,1.7816374488394002,1.727065075424163,10.0,0.7444080471709749,-0.558023727205674,20,0.5555555555555556,0.5,5.214781852389298,0.4722222222222222,1.727065075424163,0.5555555555555556,3.4570607695235873,0.5555555555555556,2.8685137559533547,False,False,False,False,False,Low confidence,False,baseline
sol_research_20260506T132122Z,30,official_monthly,True,momentum_90d,2023-04-30,2026-03-31,36,0.5,baseline_rule,0.5555555555555556,0.5555555555555556,0.2488888888888889,0.01111111111111085,0.37880777734396165,0.48340194624383387,3.499961919732357,3.4570607695235873,10.0,0.946061600353129,-0.4299408098334305,10,0.2777777777777778,0.5,5.214781852389298,0.4722222222222222,1.727065075424163,0.5555555555555556,3.4570607695235873,0.5555555555555556,2.8685137559533547,True,True,False,False,False,Low confidence,False,baseline
sol_research_20260506T132122Z,30,official_monthly,True,random_permutation,2023-04-30,2026-03-31,36,0.5,baseline_rule,0.5555555555555556,0.5555555555555556,0.2410178787433036,0.0860069206359218,0.19216121024496172,0.2413878936189522,2.9448441556471785,2.8685137559533547,10.0,0.9578256047746427,-0.37414764304773196,21,0.5833333333333334,0.5,5.214781852389298,0.4722222222222222,1.727065075424163,0.5555555555555556,3.4570607695235873,0.5555555555555556,2.8685137559533547,True,True,False,False,False,Low confidence,False,baseline
sol_research_20260506T132122Z,30,official_monthly,True,logistic_linear,2023-04-30,2026-03-31,36,0.4375,nested_calibration,0.6944444444444444,0.6944444444444444,0.25417235370320795,0.11855812874220945,0.17300508004888437,0.23035520060472212,9.879551588527455,9.826501332953203,10.0,1.3210763699582038,-0.37414764304773196,5,0.1388888888888889,0.5,5.214781852389298,0.4722222222222222,1.727065075424163,0.5555555555555556,3.4570607695235873,0.5555555555555556,2.8685137559533547,True,True,True,True,True,Medium confidence,True,
sol_research_20260506T132122Z,30,official_monthly,True,hgb,2023-04-30,2026-03-31,36,0.451388888888889,nested_calibration,0.5555555555555556,0.5555555555555556,0.2482187658289344,0.13641905076685812,0.1681737200382889,0.2281975910258548,4.8939080523200165,4.8564390810615405,10.0,1.0959267315511783,-0.37414764304773196,7,0.19444444444444445,0.5,5.214781852389298,0.4722222222222222,1.727065075424163,0.5555555555555556,3.4570607695235873,0.5555555555555556,2.8685137559533547,True,True,False,False,False,Low confidence,False,does not beat baselines after transaction costs
sol_research_20260506T132122Z,30,official_monthly,True,random_forest,2023-04-30,2026-03-31,36,0.4541666666666667,nested_calibration,0.6388888888888888,0.6388888888888888,0.24177531412122485,0.10310950923148053,0.18117807666660404,0.23262672289951256,8.120950517683367,8.087512725386622,10.0,1.243441584789494,-0.37414764304773196,4,0.1111111111111111,0.5,5.214781852389298,0.4722222222222222,1.727065075424163,0.5555555555555556,3.4570607695235873,0.5555555555555556,2.8685137559533547,True,True,True,True,True,Medium confidence,True,
sol_research_20260506T132122Z,30,sensitivity_weekly,False,buy_hold_direction,2023-04-16,2026-04-05,156,0.5,baseline_rule,0.5128205128205128,0.5,0.4775358974358975,0.47717948717948727,0.21235274681677338,0.26766870987322555,121.89163383077403,121.74087170551836,10.0,1.6412792472414632,-0.9901729751525981,1,0.00641025641025641,0.5128205128205128,121.74087170551836,0.44871794871794873,9.891403797222196,0.5128205128205128,21.34969090479975,0.5769230769230769,417.69757749528276,False,True,False,False,False,Low confidence,False,baseline
sol_research_20260506T132122Z,30,sensitivity_weekly,False,momentum_30d,2023-04-16,2026-04-05,156,0.5,baseline_rule,0.44871794871794873,0.4476973684210526,0.27025641025641023,0.005128205128204999,0.2959362611205361,0.36927311630182474,10.188247120842881,9.891403797222196,10.0,1.1513659679031707,-0.9872858302294091,26,0.16666666666666666,0.5128205128205128,121.74087170551836,0.44871794871794873,9.891403797222196,0.5128205128205128,21.34969090479975,0.5769230769230769,417.69757749528276,False,False,False,False,False,Low confidence,False,baseline
sol_research_20260506T132122Z,30,sensitivity_weekly,False,momentum_90d,2023-04-16,2026-04-05,156,0.5,baseline_rule,0.5128205128205128,0.5105263157894737,0.2574358974358974,0.005128205128205221,0.4178554608311275,0.5308813156265793,21.894727954564214,21.34969090479975,10.0,1.3242620507295007,-0.9666298607964744,24,0.15384615384615385,0.5128205128205128,121.74087170551836,0.44871794871794873,9.891403797222196,0.5128205128205128,21.34969090479975,0.5769230769230769,417.69757749528276,False,True,False,False,False,Low confidence,False,baseline
