run_id,horizon,window_type,model,regime_name,regime_value,sample_count,directional_accuracy,balanced_accuracy,brier_score,calibration_error,sharpe,max_drawdown,tc_adjusted_return,beats_baselines,stable_regime_result
btc_research_20260505T154327Z,30,official_monthly,buy_hold_direction,trend,above_200d_sma,55,0.5272727272727272,0.5,0.4633727272727273,0.4627272727272731,0.8318450922903503,-0.5665353183595743,4.053524666691979,True,True
btc_research_20260505T154327Z,30,official_monthly,buy_hold_direction,trend,below_200d_sma,45,0.4888888888888889,0.5,0.5009888888888889,0.5011111111111113,0.5745575616314234,-0.6326979205911218,0.8591752286001961,False,False
btc_research_20260505T154327Z,30,official_monthly,buy_hold_direction,volatility,high_vol,34,0.4411764705882353,0.5,0.5477470588235294,0.5488235294117648,0.28883974512337096,-0.44379800467619757,-0.09848902114232783,False,False
btc_research_20260505T154327Z,30,official_monthly,buy_hold_direction,volatility,low_vol,66,0.5454545454545454,0.5,0.4455545454545455,0.4445454545454547,0.9533759498874593,-0.6474157715645641,9.418099058553718,True,True
btc_research_20260505T154327Z,30,official_monthly,momentum_30d,trend,above_200d_sma,55,0.509090909090909,0.5006631299734747,0.2581818181818182,0.003636363636363771,0.8975098348653499,-0.33040867055236234,4.408457593273042,False,False
btc_research_20260505T154327Z,30,official_monthly,momentum_30d,trend,below_200d_sma,45,0.5333333333333333,0.5286561264822134,0.25333333333333335,0.031111111111111145,0.24577816975968228,-0.41426371100517667,0.12153748150833077,True,True
btc_research_20260505T154327Z,30,official_monthly,momentum_30d,volatility,high_vol,34,0.5,0.4964912280701754,0.26,0.05294117647058816,0.24492563805440767,-0.2672912570771846,0.042674459845710944,False,False
btc_research_20260505T154327Z,30,official_monthly,momentum_30d,volatility,low_vol,66,0.5303030303030303,0.5305555555555556,0.2539393939393939,0.045454545454545414,0.8814301701425388,-0.35025749386750293,4.803919065780067,True,True
btc_research_20260505T154327Z,30,official_monthly,momentum_90d,trend,above_200d_sma,55,0.5272727272727272,0.5059681697612732,0.2545454545454545,0.05090909090909102,0.8762828001326131,-0.5665353183595743,4.73996873178212,True,True
btc_research_20260505T154327Z,30,official_monthly,momentum_90d,trend,below_200d_sma,45,0.5777777777777777,0.5691699604743083,0.24444444444444444,0.06666666666666682,0.5756316144892656,-0.25102250444689245,0.6415635344190695,True,True
btc_research_20260505T154327Z,30,official_monthly,momentum_90d,volatility,high_vol,34,0.35294117647058826,0.343859649122807,0.28941176470588237,0.04705882352941171,-0.3657449016519304,-0.5678668695258806,-0.6198610869998783,False,False
btc_research_20260505T154327Z,30,official_monthly,momentum_90d,volatility,low_vol,66,0.6515151515151515,0.6444444444444444,0.2296969696969697,0.027272727272727337,1.3384938403080056,-0.3153800456615813,23.694600954898384,True,True
btc_research_20260505T154327Z,30,official_monthly,random_permutation,trend,above_200d_sma,55,0.4,0.3952254641909815,0.28538813772646837,0.15141646279609977,0.16737785345179448,-0.5418989816114024,-0.21719694381900834,False,False
btc_research_20260505T154327Z,30,official_monthly,random_permutation,trend,below_200d_sma,45,0.5111111111111111,0.5128458498023716,0.25503336081138195,0.055163942112347285,0.653827890008958,-0.5489888082102234,1.1932613305920037,True,True
btc_research_20260505T154327Z,30,official_monthly,random_permutation,volatility,high_vol,34,0.4117647058823529,0.43157894736842106,0.2815228222752338,0.173296256949439,-0.12895106476504858,-0.5562531307422096,-0.5337285612147051,False,False
btc_research_20260505T154327Z,30,official_monthly,random_permutation,volatility,low_vol,66,0.4696969696969697,0.4666666666666667,0.2666829220319697,0.14834170442524164,0.7080311390820373,-0.48144698501547,2.6837242948407645,False,False
btc_research_20260505T154327Z,30,official_monthly,logistic_linear,trend,above_200d_sma,55,0.43636363636363634,0.43766578249336874,0.2941741380601755,0.2289254490343529,0.5269587436514538,-0.5669687830412147,1.0054072793995013,False,False
btc_research_20260505T154327Z,30,official_monthly,logistic_linear,trend,below_200d_sma,45,0.5333333333333333,0.5395256916996047,0.26345103554938826,0.10838327079702711,0.6863811792854491,-0.5731004763508479,1.4363221470912335,True,True
btc_research_20260505T154327Z,30,official_monthly,logistic_linear,volatility,high_vol,34,0.4411764705882353,0.49298245614035086,0.33206635693687997,0.34318780557450135,0.2826193186176005,-0.4437980046761977,-0.1065187584094881,False,False
btc_research_20260505T154327Z,30,official_monthly,logistic_linear,volatility,low_vol,66,0.5,0.5055555555555555,0.2537063341996697,0.0781276375399443,0.8070960553586745,-0.5902064061071222,4.4738085196869415,False,False
btc_research_20260505T154327Z,30,official_monthly,hgb,trend,above_200d_sma,55,0.5454545454545454,0.53315649867374,0.25961131167310175,0.14381259888256095,0.7006562676391986,-0.6344074393614261,2.1764316252716895,True,True
btc_research_20260505T154327Z,30,official_monthly,hgb,trend,below_200d_sma,45,0.4666666666666667,0.47035573122529645,0.2674656644106642,0.12363147804321738,0.8081132483040236,-0.33332322072651255,2.1460770093993524,False,False
btc_research_20260505T154327Z,30,official_monthly,hgb,volatility,high_vol,34,0.4411764705882353,0.4789473684210527,0.27228575238409874,0.16071492396102527,0.11699959819593225,-0.4648317881693298,-0.33230474217609496,False,False
btc_research_20260505T154327Z,30,official_monthly,hgb,volatility,low_vol,66,0.5454545454545454,0.5333333333333333,0.2584372948400171,0.0787281601689662,1.1764355645665088,-0.3139432627015071,13.97218849636476,True,True
btc_research_20260505T154327Z,30,official_monthly,random_forest,trend,above_200d_sma,55,0.509090909090909,0.49867374005305043,0.27600763405059114,0.17383198280348305,0.7960966574496956,-0.4485593356981523,3.2936507214139032,False,False
btc_research_20260505T154327Z,30,official_monthly,random_forest,trend,below_200d_sma,45,0.6,0.6047430830039526,0.2078534733994581,0.0409989844395648,0.7146935083885767,-0.4848173186257231,1.543977071684179,True,True
btc_research_20260505T154327Z,30,official_monthly,random_forest,volatility,high_vol,34,0.5294117647058824,0.5719298245614035,0.24528323060734247,0.13315115581758932,0.4309084995334406,-0.4294903282393202,0.20547629660530564,True,True
btc_research_20260505T154327Z,30,official_monthly,random_forest,volatility,low_vol,66,0.5606060606060606,0.55,0.24536661113800737,0.07607106676103165,0.9753638811027038,-0.5054607681285623,8.050796176334647,True,True
btc_research_20260505T154327Z,30,sensitivity_weekly,buy_hold_direction,trend,above_200d_sma,236,0.5169491525423728,0.5,0.47348983050847465,0.47305084745762715,1.6103041473037263,-0.9557367029195478,488.5968121820872,False,False
